SCHOOL_YEAR,FIPST,STATENAME,ST,SCH_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,ST_SCHID,NCESSCH,SCHID,SHARED_TIME,TITLEI_STATUS,TITLEI_STATUS_TEXT,MAGNET_TEXT,NSLP_STATUS,NSLP_STATUS_TEXT,VIRTUAL,VIRTUAL_TEXT
2017-2018,6,CALIFORNIA,CA,High Desert Premier Academy,1,,CA-3675077,600017,CA-3675077-3631009,60001708588,608588,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Apple Valley High,1,,CA-3675077,600017,CA-3675077-3630423,60001709098,609098,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Mariana Academy,1,,CA-3675077,600017,CA-3675077-6035240,60001709100,609100,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Rancho Verde Elementary,1,,CA-3675077,600017,CA-3675077-6035257,60001709101,609101,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Yucca Loma Elementary,1,,CA-3675077,600017,CA-3675077-6035265,60001709102,609102,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Desert Knolls Elementary,1,,CA-3675077,600017,CA-3675077-6037337,60001709103,609103,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Sandia Elementary,1,,CA-3675077,600017,CA-3675077-6107346,60001709272,609272,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Vanguard Preparatory,1,,CA-3675077,600017,CA-3675077-0108423,60001711122,611122,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Sitting Bull Academy,1,,CA-3675077,600017,CA-3675077-0110866,60001711747,611747,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Phoenix Academy,1,,CA-3675077,600017,CA-3675077-0122945,60001712663,612663,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Apple Valley Unified Preschool Special Education,1,,CA-3675077,600017,CA-3675077-0122952,60001713290,613290,Missing,MISSING,Missing,Missing,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Valley High,1,,CA-5375028,600018,CA-5375028-5330022,60001809106,609106,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Hayfork High,1,,CA-5375028,600018,CA-5375028-5337407,60001809107,609107,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Hayfork Valley Elementary,1,,CA-5375028,600018,CA-5375028-6053730,60001809108,609108,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Hyampom Arts Magnet Elementary,1,,CA-5375028,600018,CA-5375028-6053763,60001809109,609109,Missing,NOTTITLE1ELIG,Not a Title I school,Yes,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Dublin Elementary,1,,CA-0175093,600019,CA-0175093-6001374,60001906929,606929,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,James Dougherty Elementary,1,,CA-0175093,600019,CA-0175093-6118038,60001908443,608443,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Dublin High,1,,CA-0175093,600019,CA-0175093-0132704,60001909273,609273,Missing,TGELGBNOPROG,Title I targeted assistance eligible school-No program,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Valley High (Continuation),1,,CA-0175093,600019,CA-0175093-0138453,60001909274,609274,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Frederiksen Elementary,1,,CA-0175093,600019,CA-0175093-6001390,60001909275,609275,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Murray Elementary,1,,CA-0175093,600019,CA-0175093-6001424,60001909276,609276,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Wells Middle,1,,CA-0175093,600019,CA-0175093-6066484,60001909278,609278,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,John Green Elementary,1,,CA-0175093,600019,CA-0175093-0114579,60001912078,612078,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Harold William Kolb,1,,CA-0175093,600019,CA-0175093-0123935,60001912927,612927,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Eleanor Murray Fallon,1,,CA-0175093,600019,CA-0175093-0125930,60001913169,613169,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,J. M. Amador Elementary,1,,CA-0175093,600019,CA-0175093-0131615,60001913862,613862,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Henry P. Mohr Elementary,1,,CA-0175101,600020,CA-0175101-6114318,60002006951,606951,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Thomas S. Hart Middle,1,,CA-0175101,600020,CA-0175101-6117592,60002008444,608444,Missing,TGELGBNOPROG,Title I targeted assistance eligible school-No program,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Phoebe Apperson Hearst Elementary,1,,CA-0175101,600020,CA-0175101-6117600,60002008445,608445,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Foothill High,1,,CA-0175101,600020,CA-0175101-0130096,60002009279,609279,Missing,TGELGBNOPROG,Title I targeted assistance eligible school-No program,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,Village High,1,,CA-0175101,600020,CA-0175101-0130252,60002009280,609280,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,Amador Valley High,1,,CA-0175101,600020,CA-0175101-0130583,60002009282,609282,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,Donlon Elementary,1,,CA-0175101,600020,CA-0175101-6001366,60002009283,609283,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Lydiksen Elementary,1,,CA-0175101,600020,CA-0175101-6001416,60002009284,609284,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Alisal Elementary,1,,CA-0175101,600020,CA-0175101-6002315,60002009285,609285,Missing,TGELGBNOPROG,Title I targeted assistance eligible school-No program,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Fairlands Elementary,1,,CA-0175101,600020,CA-0175101-6002323,60002009286,609286,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Valley View Elementary,1,,CA-0175101,600020,CA-0175101-6002349,60002009287,609287,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Walnut Grove Elementary,1,,CA-0175101,600020,CA-0175101-6002356,60002009288,609288,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Harvest Park Middle,1,,CA-0175101,600020,CA-0175101-6066500,60002009289,609289,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Vintage Hills Elementary,1,,CA-0175101,600020,CA-0175101-6089361,60002009290,609290,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Pleasanton Middle,1,,CA-0175101,600020,CA-0175101-6108971,60002009682,609682,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Harvest Park Preschool Center,1,,CA-0175101,600020,CA-0175101-0122986,60002013494,613494,Missing,MISSING,Missing,Missing,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Sunol Glen Elementary,1,,CA-0175119,600021,CA-0175119-6002711,60002109291,609291,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Mendota Continuation High,1,,CA-1075127,600022,CA-1075127-1030261,60002200374,600374,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,Mendota High,1,,CA-1075127,600022,CA-1075127-1030493,60002200395,600395,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,Mendota Community Day,1,,CA-1075127,600022,CA-1075127-1030725,60002207970,607970,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,McCabe Elementary,1,,CA-1075127,600022,CA-1075127-6006969,60002209292,609292,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,Mendota Junior High,1,,CA-1075127,600022,CA-1075127-6006977,60002209293,609293,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,Washington Elementary,1,,CA-1075127,600022,CA-1075127-6006985,60002209294,609294,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,Mendota Elementary,1,,CA-1075127,600022,CA-1075127-0129163,60002213773,613773,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,Aurelia Pennekamp Elementary,1,,CA-1975333,600025,CA-1975333-6020325,60002503570,603570,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Grand View Elementary,1,,CA-1975333,600025,CA-1975333-6020358,60002503573,603573,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Meadows Avenue Elementary,1,,CA-1975333,600025,CA-1975333-6020390,60002503575,603575,Missing,TGELGBNOPROG,Title I targeted assistance eligible school-No program,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Pacific Elementary,1,,CA-1975333,600025,CA-1975333-6020416,60002503576,603576,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Opal Robinson Elementary,1,,CA-1975333,600025,CA-1975333-6020408,60002505922,605922,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Mira Costa High,1,,CA-1975333,600025,CA-1975333-1935808,60002506328,606328,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Manhattan Beach Middle,1,,CA-1975333,600025,CA-1975333-6115307,60002507535,607535,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Manhattan Beach Preschool,1,,CA-1975333,600025,CA-1975333-0116103,60002513480,613480,Missing,MISSING,Missing,Missing,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Frazier Mountain High,1,,CA-1575168,600026,CA-1575168-1530401,60002604544,604544,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,El Tejon Elementary,1,,CA-1575168,600026,CA-1575168-6009468,60002609485,609485,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Frazier Park Elementary,1,,CA-1575168,600026,CA-1575168-6009476,60002609486,609486,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Tuscany Hills Elementary,1,,CA-3375176,600027,CA-3375176-6111082,60002702451,602451,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Donald Graham Elementary,1,,CA-3375176,600027,CA-3375176-6111090,60002702452,602452,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,David A. Brown Middle,1,,CA-3375176,600027,CA-3375176-6112734,60002705011,605011,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,William Collier Elementary,1,,CA-3375176,600027,CA-3375176-6115174,60002707605,607605,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Ortega High,1,,CA-3375176,600027,CA-3375176-3330115,60002709488,609488,Missing,SWELIGNOPROG,Title I schoolwide eligible school-No program,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,Elsinore High,1,,CA-3375176,600027,CA-3375176-3332350,60002709489,609489,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Elsinore Elementary,1,,CA-3375176,600027,CA-3375176-6032031,60002709490,609490,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Machado Elementary,1,,CA-3375176,600027,CA-3375176-6032056,60002709491,609491,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Wildomar Elementary,1,,CA-3375176,600027,CA-3375176-6032064,60002709492,609492,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Elsinore Middle,1,,CA-3375176,600027,CA-3375176-6071203,60002709493,609493,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Terra Cotta Middle,1,,CA-3375176,600027,CA-3375176-6105548,60002709496,609496,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Railroad Canyon Elementary,1,,CA-3375176,600027,CA-3375176-6107189,60002709497,609497,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Withrow Elementary,1,,CA-3375176,600027,CA-3375176-6108278,60002709498,609498,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Temescal Canyon High,1,,CA-3375176,600027,CA-3375176-3330487,60002710280,610280,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Luiseno,1,,CA-3375176,600027,CA-3375176-6109938,60002710281,610281,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Rice Canyon Elementary,1,,CA-3375176,600027,CA-3375176-6118442,60002710352,610352,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Cottonwood Canyon Elementary,1,,CA-3375176,600027,CA-3375176-6120455,60002710587,610587,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Canyon Lake Middle,1,,CA-3375176,600027,CA-3375176-6120463,60002710588,610588,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Lakeside High,1,,CA-3375176,600027,CA-3375176-0107920,60002711036,611036,Missing,TGELGBNOPROG,Title I targeted assistance eligible school-No program,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Ronald Reagan Elementary,1,,CA-3375176,600027,CA-3375176-0108241,60002711037,611037,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Earl Warren Elementary,1,,CA-3375176,600027,CA-3375176-0113100,60002712001,612001,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Keith McCarthy Academy,1,,CA-3375176,600027,CA-3375176-0116343,60002712094,612094,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,FACEVIRTUAL,Virtual with face to face options
2017-2018,6,CALIFORNIA,CA,Sycamore Academy of Science and Cultural Arts,1,,CA-3375176,600027,CA-3375176-0120204,60002712433,612433,Missing,TGELGBTGPROG,Title I targeted assistance school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Lakeland Village,1,,CA-3375176,600027,CA-3375176-0122960,60002712772,612772,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Preschool,1,,CA-3375176,600027,CA-3375176-0116798,60002713213,613213,Missing,MISSING,Missing,Missing,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Vail Ranch Middle,1,,CA-3375192,600028,CA-3375192-6112098,60002803647,603647,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Temecula Valley Charter,1,,CA-3375192,600028,CA-3375192-6112551,60002803648,603648,Missing,MISSING,Missing,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Paloma Elementary,1,,CA-3375192,600028,CA-3375192-6112809,60002805012,605012,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Pauba Valley Elementary,1,,CA-3375192,600028,CA-3375192-6113641,60002806276,606276,Missing,TGELGBNOPROG,Title I targeted assistance eligible school-No program,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Chaparral High,1,,CA-3375192,600028,CA-3375192-3330743,60002807222,607222,Missing,TGELGBNOPROG,Title I targeted assistance eligible school-No program,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,Vintage Hills Elementary,1,,CA-3375192,600028,CA-3375192-6114243,60002807223,607223,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Helen Hunt Jackson Elementary,1,,CA-3375192,600028,CA-3375192-6116438,60002808270,608270,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Abby Reinke Elementary,1,,CA-3375192,600028,CA-3375192-6116446,60002808271,608271,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,James L. Day Middle,1,,CA-3375192,600028,CA-3375192-6116453,60002808272,608272,Missing,TGELGBNOPROG,Title I targeted assistance eligible school-No program,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Temecula Preparatory,1,,CA-3375192,600028,CA-3375192-3330917,60002808564,608564,Missing,MISSING,Missing,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Temecula Valley High,1,,CA-3375192,600028,CA-3375192-3330370,60002809499,609499,Missing,TGELGBNOPROG,Title I targeted assistance eligible school-No program,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,Rancho Vista High,1,,CA-3375192,600028,CA-3375192-3330495,60002809500,609500,Missing,TGELGBNOPROG,Title I targeted assistance eligible school-No program,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,Temecula Middle,1,,CA-3375192,600028,CA-3375192-6032825,60002809501,609501,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Vail Elementary,1,,CA-3375192,600028,CA-3375192-6096994,60002809502,609502,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Rancho Elementary,1,,CA-3375192,600028,CA-3375192-6106017,60002809503,609503,Missing,TGELGBNOPROG,Title I targeted assistance eligible school-No program,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Margarita Middle,1,,CA-3375192,600028,CA-3375192-6107254,60002809505,609505,Missing,TGELGBNOPROG,Title I targeted assistance eligible school-No program,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Temecula Elementary,1,,CA-3375192,600028,CA-3375192-6108427,60002809506,609506,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Nicolas Valley Elementary,1,,CA-3375192,600028,CA-3375192-6109417,60002809684,609684,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Red Hawk Elementary,1,,CA-3375192,600028,CA-3375192-6110084,60002810282,610282,Missing,SWELIGSWPROG,Title I schoolwide school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Ysabel Barnett Elementary,1,,CA-3375192,600028,CA-3375192-6118822,60002810353,610353,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Susan H. Nelson,1,,CA-3375192,600028,CA-3375192-3330636,60002810589,610589,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,SUPPVIRTUAL,Supplemental Virtual
2017-2018,6,CALIFORNIA,CA,Great Oak High,1,,CA-3375192,600028,CA-3375192-0105734,60002811038,611038,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Alamos Elementary,1,,CA-3375192,600028,CA-3375192-0105742,60002811039,611039,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Bella Vista Middle,1,,CA-3375192,600028,CA-3375192-0105759,60002811040,611040,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Crowne Hill Elementary,1,,CA-3375192,600028,CA-3375192-0108480,60002811041,611041,Missing,TGELGBNOPROG,Title I targeted assistance eligible school-No program,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Susan La Vorgna Elementary,1,,CA-3375192,600028,CA-3375192-0108498,60002811042,611042,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Tony Tobin Elementary,1,,CA-3375192,600028,CA-3375192-0108506,60002811043,611043,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,French Valley Elementary,1,,CA-3375192,600028,CA-3375192-0101097,60002811170,611170,Missing,TGELGBNOPROG,Title I targeted assistance eligible school-No program,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
2017-2018,6,CALIFORNIA,CA,Erle Stanley Gardner Middle,1,,CA-3375192,600028,CA-3375192-0101105,60002811187,611187,Missing,NOTTITLE1ELIG,Not a Title I school,No,NSLPNO,No,NOTVIRTUAL,Not Virtual
